YEAR; MONTH; DAY; HOUR; MIN; SEC; LONGITUDE; LATITUDE; DEPTH; EXP(Nm); M0; MAG; Mrr; Mtt; Mpp; Mrt; Mtp; Mpr; Str1; Dip1; Rake1; Str2; Dip2; Rake2
2016; 9;26;21;29;16.46; 141.7988;  34.3948; 19.9;14;8.720;3.9; 1.853;-5.025; 3.171; 6.156;-2.013; 4.314;  50.00;81.00;  66.00; 301.00;26.00; 159.00
2016; 9;27; 7;54;40.30;-177.9000; -32.6500; 22.4;16;4.374;5.0; 4.990;-3.270;-1.720; 0.557;-0.175; 1.600;  68.00;52.00;  75.00; 271.00;40.00; 108.00
2016; 9;27; 8; 1;30.80;-173.7400; -16.0800;173.8;16;7.147;5.2; 2.480;-4.520; 2.040;-3.050;-1.690; 5.470;  49.00;39.00;  21.00; 302.00;77.00; 127.00
2016; 9;27;10;30;25.50;-179.7100; -22.3000;578.8;17;1.769;5.4;-0.197; 0.673;-0.470; 0.894;-0.390;-1.350;  65.00;23.00;-170.00; 326.00;86.00; -67.00
2016; 9;27;10;40;28.20;-177.7000; -32.4900; 18.5;16;3.821;5.0; 2.790;-0.103;-2.690; 0.548;-0.983; 2.420;  15.00;65.00;  86.00; 203.00;25.00;  98.00
2016; 9;27;12;49;36.00; 145.9800;  -3.2200; 23.8;16;1.806;4.8;-0.389; 0.181; 0.200; 0.076; 1.780; 0.304;  90.00;80.00;  -1.00; 180.00;89.00;-170.00
2016; 9;27;15;34;59.70;  78.6400; -35.2000; 14.4;17;0.778;5.2;-0.141;-0.686; 0.820; 0.157; 0.023; 0.016; 225.00;80.00; -11.00; 317.00;79.00;-170.00
2016; 9;27;19;22;22.19; 141.7530;  34.4388; 30.6;15;7.900;4.5; 2.040;-6.503; 4.463; 1.933; 5.418;-0.768; 247.00;83.00;  -8.00; 338.00;82.00;-173.00
2016; 9;27;20;57; 7.70;  27.6367;  36.3494; 74.0;16;7.900;5.2; 3.582;-1.569;-2.013; 3.888; 5.917; 1.640;  99.92;67.51;  39.65; 352.32;53.88; 151.73
2016; 9;27;20;57; 8.10;  27.5200;  36.2500;100.4;16;7.615;5.2; 3.080;-1.010;-2.070; 2.400; 6.460; 1.900;  99.00;66.00;  29.00; 356.00;64.00; 153.00
2016; 9;28; 1;31;13.51; 133.8312;  35.4063; 12.8;14;9.180;3.9; 0.542; 6.779;-7.321; 0.753;-5.724;-1.054;  64.00;82.00; 178.00; 155.00;88.00;   8.00
2016; 9;28; 4;53;30.78; 147.1117;  45.0292; 15.0;15;1.060;4.0; 0.848;-0.593;-0.256; 0.316;-0.445; 0.509;  42.00;62.00;  77.00; 249.00;30.00; 113.00
2016; 9;28; 9;38;12.44; 122.7003;  24.4878; 91.0;16;1.940;4.8;-1.272; 0.562; 0.709; 0.009; 1.621;-0.551;  16.00;59.00;-129.00; 254.00;48.00; -43.00
2016; 9;28; 9;38;13.60; 122.6500;  24.4700;105.4;16;2.735;4.9;-0.092;-0.724; 0.810; 2.030; 1.770;-0.925; 260.00;80.00; -39.00; 357.00;51.00;-168.00
2016; 9;28;12;50;30.20; 144.6400;  20.8600; 12.0;16;2.995;4.9;-2.890; 1.060; 1.830; 0.124;-1.350; 0.860; 154.00;52.00; -76.00; 312.00;40.00;-107.00
2016; 9;28;16;16;15.20; 166.2400; -11.1000;130.6;16;5.335;5.1; 0.428;-2.980; 2.550;-0.616;-4.260; 1.470;  18.00;79.00;  14.00; 285.00;76.00; 168.00
2016; 9;28;16;32;56.35; 148.0887;  43.8090;  0.0;15;7.760;4.5; 2.162; 4.150;-6.312; 3.148; 2.444; 3.663;  27.00;78.00; 138.00; 128.00;49.00;  16.00
2016; 9;29; 1;34; 2.80;-177.7377; -30.2866; 20.0;17;1.200;5.3; 0.922;-0.486;-0.435; 0.158;-0.678; 0.558;  29.75;60.23;  71.05; 244.42;34.82; 119.59
2016; 9;29; 1;34; 8.70;-177.5400; -30.2500; 37.8;17;1.797;5.4; 1.500;-0.063;-1.440; 0.090;-0.466; 0.919;  11.00;60.00;  84.00; 203.00;30.00; 101.00
2016; 9;29; 3;22; 0.30; 128.6428;  27.4110; 42.6;15;1.020;3.9; 0.770;-0.432;-0.338; 0.544;-0.538; 0.117;  65.00;62.00; 109.00; 209.00;33.00;  58.00
2016; 9;29;10;30;34.32; 142.1917;  30.7933; 40.0;15;2.030;4.1; 1.100;-0.169;-0.931; 1.585;-0.732;-1.089;  50.00;40.00; 148.00; 165.00;70.00;  54.00
2016; 9;29;11;32;11.00; 139.4200; -51.4300; 12.0;16;4.804;5.1;-2.770; 2.620; 0.150; 3.750; 0.016; 1.350; 101.00;19.00; -64.00; 254.00;73.00; -98.00
2016; 9;29;11;36;59.40; 139.3000; -51.6800; 31.7;17;0.866;5.2;-0.944; 0.751; 0.190;-0.165; 0.047;-0.035;  84.00;51.00; -91.00; 266.00;39.00; -88.00
2016; 9;29;11;57;35.42; 141.8717;  37.4080; 28.8;15;5.140;4.4;-2.474; 2.497;-0.023;-1.573; 4.171; 1.076;  90.00;66.00; -34.00; 195.00;59.00;-152.00
2016; 9;29;16; 9;58.16; 130.2048;  28.4805; 32.2;14;9.530;3.9; 2.484; 0.149;-2.634; 3.877;-3.323; 7.867;  25.00;79.00;  84.00; 234.00;13.00; 118.00
2016; 9;29;16;51;20.95; 130.1503;  28.4973; 27.1;15;1.930;4.1; 1.224;-0.528;-0.696;-0.070;-1.102;-1.177;  70.00;36.00; 137.00; 197.00;66.00;  62.00
2016; 9;29;23;20;59.38; 141.7827;  34.3475; 22.2;16;2.440;4.9; 1.293;-2.528; 1.236; 0.565; 1.459;-0.035;  66.00;82.00;  19.00; 333.00;71.00; 171.00
2016; 9;29;23;21; 3.70; 141.6200;  34.4100; 14.3;16;3.344;4.9; 1.300;-3.440; 2.140; 1.040; 1.580; 0.070;  61.00;87.00;  19.00; 330.00;71.00; 176.00
2016; 9;30; 4;57; 8.85; 142.3167;  31.2193; 25.0;15;2.630;4.2; 1.018;-0.545;-0.472;-2.089; 0.421; 1.274; 140.00;11.00; 107.00; 302.00;79.00;  87.00
2016; 9;30; 7; 1; 8.55; 144.0715;  42.6448; 95.2;14;6.380;3.8;-4.242; 3.917; 0.326; 4.693;-0.702; 1.337; 114.00;23.00; -60.00; 262.00;70.00;-102.00
2016; 9;30;11;35;13.19; 120.6172;  23.0418;  0.0;15;1.120;4.0;-0.210; 0.982;-0.771;-0.306; 0.599;-0.232; 208.00;88.00; 163.00; 299.00;73.00;   2.00
2016; 9;30;11;48;31.40; 140.1500;  11.9800; 15.7;16;2.236;4.8;-0.344;-1.220; 1.570;-0.455; 1.590; 0.498;  68.00;72.00; -10.00; 161.00;81.00;-162.00
2016; 9;30;19; 4;34.26; 141.8168;  38.1827; 62.8;14;4.350;3.7; 3.029; 1.472;-4.501; 1.770;-0.010; 0.215;  29.00;55.00; 132.00; 151.00;52.00;  46.00
2016; 9;30;22;45;29.00; 130.3400;  -6.5000;164.6;16;2.498;4.9;-0.769;-0.442; 1.210; 0.079;-0.221; 2.280; 182.00;78.00; -84.00; 333.00;13.00;-119.00
2016;10; 1; 0;33; 0.70;-174.9146; -23.6951;  8.0;17;2.550;5.5; 0.976; 0.383;-1.359; 1.531; 0.035; 1.643;  35.32;79.14; 110.14; 152.52;22.77;  29.13
2016;10; 1; 0;33; 7.60;-175.0300; -23.8000; 18.8;17;3.282;5.6; 2.550;-0.560;-1.990; 0.921;-0.965; 1.900;  26.00;65.00;  90.00; 207.00;25.00;  91.00
2016;10; 1; 2;33; 5.40; 167.1100; -13.1900;223.6;17;1.679;5.4; 0.981;-0.249;-0.730; 0.341; 0.507;-1.290; 162.00;72.00;  99.00; 314.00;20.00;  64.00
2016;10; 1; 4;25;47.50;-179.8500; -23.6900;540.7;17;7.377;5.8; 1.340;-2.440; 1.100;-1.250;-3.700;-5.890;  98.00;34.00; 169.00; 197.00;84.00;  56.00
2016;10; 1; 7;40;20.88; 141.6257;  34.5047; 41.7;15;2.610;4.2; 0.327;-1.302; 0.976; 0.690; 2.244; 0.094;  77.00;89.00;  16.00; 347.00;74.00; 178.00
2016;10; 1; 8; 1;13.41; 141.5615;  34.5998; 38.1;15;6.240;4.5; 1.003;-4.360; 3.357; 0.994; 4.765; 0.495;  71.00;86.00;  11.00; 340.00;79.00; 176.00
2016;10; 1; 8; 4;35.30;  73.5400;  34.8200; 16.9;16;5.797;5.1; 4.290;-1.060;-3.240; 1.110;-4.420; 1.470;  37.00;54.00;  89.00; 219.00;36.00;  91.00
2016;10; 1; 9;37;57.80; 166.2200; -12.4100; 43.8;16;3.471;5.0; 3.430;-0.230;-3.200; 0.125; 0.509; 0.875; 167.00;38.00;  84.00; 355.00;52.00;  95.00
2016;10; 1; 9;40;23.63; 141.5450;  34.6265; 35.4;16;1.710;4.8; 0.428;-1.614; 1.186; 0.386; 0.873; 0.182;  62.00;85.00;  16.00; 331.00;74.00; 175.00
2016;10; 1;11; 3;46.53; 141.5608;  34.5915; 35.4;15;4.610;4.4; 0.788;-3.032; 2.245; 0.679; 3.723;-0.385; 252.00;84.00;  -5.00; 343.00;85.00;-174.00
2016;10; 1;13;34;27.52; 141.5188;  34.6282; 37.7;15;1.960;4.1; 0.212;-1.410; 1.198; 0.420; 1.392; 0.177;  69.00;88.00;  14.00; 338.00;76.00; 178.00
2016;10; 1;19;52;12.20;-176.5200; -27.8800; 36.9;16;4.376;5.0; 3.920; 0.031;-3.950; 0.826;-0.354; 1.690;  14.00;58.00; 100.00; 176.00;34.00;  75.00
2016;10; 1;22; 7;55.80;-162.7700;  52.7000; 17.0;16;4.453;5.0;-4.330; 3.410; 0.920;-0.302; 2.030; 0.168;  65.00;46.00; -84.00; 237.00;44.00; -96.00
2016;10; 2; 1;50;38.60; 155.5200;  -6.5000;133.3;17;1.188;5.3;-0.669; 0.291; 0.370; 0.007;-0.621; 0.830; 166.00;70.00; -61.00; 288.00;34.00;-143.00
2016;10; 2;12;51;52.10;  60.7300; -29.3000; 16.9;16;2.768;4.9;-2.560; 2.700;-0.140; 0.192; 0.411; 0.725;  97.00;44.00; -68.00; 247.00;50.00;-110.00
2016;10; 2;13;40; 8.80; 119.4800;  16.6600; 40.8;17;1.074;5.3; 0.937;-0.022;-0.910;-0.107;-0.339;-0.420;  21.00;33.00;  93.00; 197.00;57.00;  88.00
2016;10; 2;22;35;14.90; 169.0621; -20.5076; 40.0;16;1.080;4.6; 0.741;-0.508;-0.232;-0.164; 0.477; 0.699; 104.53;32.08;  47.99; 331.28;66.75; 112.76
2016;10; 2;23;54;32.12; 141.8867;  34.6218; 18.6;15;4.720;4.4; 0.322; 2.446;-2.768; 2.272;-2.965; 1.307;  68.00;90.00; 147.00; 158.00;57.00;   0.00
2016;10; 3; 8;48;25.29; 142.4380;  41.9222; 67.4;15;3.440;4.3;-0.097; 2.303;-2.206; 0.179;-2.520; 0.608; 159.00;84.00;  -9.00; 250.00;82.00;-173.00
2016;10; 3; 8;48;25.40; 142.5533;  41.8723; 65.0;15;4.450;4.4; 0.084; 2.753;-2.836;-0.371;-3.436; 0.083; 250.34;87.30; 175.79; 340.54;85.79;   2.71
2016;10; 3;15;33; 7.90;  79.0900; -36.3100; 12.0;16;1.716;4.8;-0.034;-1.610; 1.650; 0.462; 0.023; 0.272; 225.00;86.00; -18.00; 316.00;72.00;-176.00
2016;10; 3;18; 7;43.90;-174.9500; -23.7000; 24.0;16;4.898;5.1; 3.550;-0.734;-2.810; 1.450;-0.895; 3.270;  23.00;68.00;  92.00; 199.00;22.00;  86.00
2016;10; 3;21;22;13.82; 145.4822;  42.8942; 45.4;15;1.340;4.0; 0.889;-0.504;-0.385; 0.145;-0.362; 1.058;  20.00;72.00;  74.00; 242.00;24.00; 130.00
2016;10; 4;12;13;48.88; 141.3600;  34.7108; 35.8;16;4.920;5.1;-1.965;-3.071; 5.036; 0.601; 2.613; 0.865; 241.00;88.00; -12.00; 331.00;78.00;-178.00
2016;10; 4;12;13;51.00; 141.3400;  34.6800; 16.0;17;0.837;5.2;-0.120;-0.506; 0.620; 0.421; 0.354; 0.268; 238.00;85.00; -38.00; 332.00;52.00;-174.00
2016;10; 4;14; 0;46.50; 141.9522;  27.8837; 35.0;17;3.150;5.6; 2.719;-0.571;-2.148; 0.751; 0.020; 1.786;  12.65;64.17;  98.71; 173.28;27.16;  72.62
2016;10; 4;14; 0;47.10; 141.9570;  27.8870; 30.0;17;4.710;5.7; 3.880; 0.100;-3.980; 1.500; 0.080; 2.100;  17.00;61.00; 108.00; 163.00;33.00;  60.00
2016;10; 4;14; 0;48.69; 142.0937;  27.7297; 43.0;17;3.580;5.6; 2.327; 0.372;-2.699; 1.493;-0.372; 2.006;  27.00;68.00; 108.00; 166.00;28.00;  52.00
2016;10; 4;14; 0;50.10; 142.1300;  27.8600; 42.6;17;5.201;5.7; 4.360; 0.312;-4.670; 0.613; 0.061; 2.500;   7.00;60.00;  98.00; 171.00;31.00;  77.00
2016;10; 5; 3;29;16.20;  60.7700; -29.2200; 12.0;16;3.357;5.0;-2.670; 2.670; 0.000; 0.430; 0.631; 2.000;  99.00;41.00; -49.00; 230.00;60.00;-120.00
2016;10; 5; 9; 9;37.00;-175.8100; -27.7400; 18.5;16;3.897;5.0; 4.100;-0.712;-3.390;-0.310;-0.451; 0.908;   4.00;52.00;  83.00; 194.00;39.00;  98.00
2016;10; 5;11;56;55.34; 141.7980;  36.3217; 46.0;15;1.270;4.0; 0.636; 0.177;-0.813; 0.223;-0.497; 0.930;  13.00;70.00;  80.00; 220.00;22.00; 115.00
2016;10; 5;20; 8;44.70;-147.2011;  61.4693; 37.0;14;7.880;3.9;-0.735;-4.961; 5.695;-0.997; 5.359; 1.882;  67.21;73.96;  -3.50; 158.18;86.64;-163.93
2016;10; 5;21;26;33.91; 141.8960;  34.6588; 49.4;15;9.510;4.6; 6.482; 2.777;-9.259;-0.949;-5.429; 1.984; 229.00;48.00; 133.00; 355.00;57.00;  53.00
2016;10; 6; 9;47;47.40;  60.6300; -29.1400; 22.8;16;2.924;4.9;-2.870; 2.600; 0.260; 0.900; 0.200; 0.481;  92.00;36.00; -79.00; 258.00;55.00; -98.00
2016;10; 6;10;22;59.65; 142.4142;  30.5297; 50.0;15;1.390;4.0; 1.074; 0.010;-1.084;-0.757; 0.362;-0.410; 192.00;57.00; 126.00; 318.00;47.00;  48.00
2016;10; 6;15;51;58.50; 121.4424;  22.6018; 13.0;17;4.530;5.7; 2.954; 0.955;-3.909;-1.897;-1.927;-0.840; 225.76;62.23; 124.43; 349.96;43.12;  42.96
2016;10; 6;15;51;59.20; 121.4302;  22.6259; 12.0;17;4.730;5.7; 4.205; 0.376;-4.581;-1.537;-0.431;-0.633; 202.83;52.83; 113.43; 347.18;43.02;  62.33
2016;10; 6;15;51;59.57; 121.5197;  22.7867;  0.0;17;3.050;5.6; 2.054; 1.233;-3.287;-0.177;-1.910;-0.331;   2.00;44.00;  64.00; 216.00;51.00; 113.00
2016;10; 6;15;52; 1.20; 121.3400;  22.6200; 26.2;17;6.721;5.8; 4.580; 0.785;-5.370;-3.310;-2.880;-0.899; 228.00;62.00; 124.00; 354.00;43.00;  44.00
2016;10; 7; 0;14;20.62; 142.5600;  41.9745; 62.9;15;5.150;4.4; 3.845;-0.842;-3.004; 1.479;-0.886; 3.398;  22.00;68.00;  92.00; 198.00;22.00;  86.00
2016;10; 7; 0;14;21.20; 142.5278;  42.0041; 67.0;15;6.390;4.5; 3.787;-0.542;-3.244; 1.591;-1.709; 4.776;  19.87;71.10;  85.80; 212.63;19.35; 102.06
2016;10; 8; 2; 2; 4.00;  66.3400; -17.2200; 23.4;16;6.145;5.1;-0.880;-5.150; 6.030;-0.765; 2.390;-0.378;  56.00;87.00;  -8.00; 147.00;82.00;-177.00
2016;10; 8; 7;32;49.40; 120.6600;  13.6900;129.2;16;2.986;4.9; 0.048; 0.485;-0.530; 2.220; 1.120; 1.880; 108.00;11.00; -27.00; 225.00;85.00; -99.00
2016;10; 8;18;10;18.20; 146.9700;  20.1300; 19.7;17;1.290;5.3;-0.031;-0.356; 0.380;-0.713;-0.970; 0.322;  13.00;54.00;   3.00; 281.00;88.00; 144.00
2016;10; 8;22;25;32.30;-174.4200; -14.8000; 13.2;17;1.069;5.3;-0.158;-0.003; 0.160; 0.069; 1.060; 0.107;  88.00;85.00;   3.00; 358.00;87.00; 175.00
2016;10; 9; 2;28;48.60;-132.8500;  64.6700;  7.0;14;6.530;3.8; 0.729;-5.780; 5.050;-0.348; 2.710; 2.340;  60.00;70.00;  10.00; 327.00;81.00; 160.00
2016;10; 9; 2;28;48.80;-133.0360;  64.6550;  9.0;14;7.940;3.9; 0.675;-5.809; 5.135;-2.367; 2.578; 4.524;  59.59;49.96;   5.40; 326.11;85.87; 139.84
2016;10; 9;10;39;16.50; 125.6800;   9.2300; 27.1;16;2.652;4.9; 0.472; 1.020;-1.490;-1.150;-1.870;-0.989;  71.00;90.00;-148.00; 341.00;58.00;   0.00
2016;10; 9;14;46;25.60; 127.5002;   1.7791;119.0;17;6.550;5.8; 2.855; 1.398;-4.254;-1.930; 2.901;-4.076; 191.58;73.48; 126.88; 302.34;39.92;  26.30
2016;10; 9;14;46;27.70; 127.4800;   1.8200;141.1;17;6.809;5.8; 2.310; 1.410;-3.710;-1.930; 3.430;-4.510; 191.00;77.00; 129.00; 296.00;41.00;  20.00
2016;10; 9;16;48;18.30;-174.4900; -23.1600; 28.0;16;3.276;4.9; 3.180;-1.360;-1.820; 1.140;-1.010; 1.010;  43.00;59.00;  94.00; 216.00;31.00;  84.00
2016;10; 9;22;15;32.02; 140.9242;  36.3517; 45.8;14;5.590;3.8; 5.183; 0.083;-5.266;-1.198;-0.430; 1.528; 197.00;39.00; 111.00; 351.00;54.00;  74.00
2016;10; 9;23;23;50.40;-174.3400; -16.6700; 14.2;16;1.822;4.8;-1.970; 0.436; 1.530;-0.144; 0.406; 0.057;  22.00;45.00; -85.00; 194.00;45.00; -95.00
2016;10;10; 6;28;21.73; 139.8068;  35.9293; 75.5;14;5.220;3.7;-3.546; 2.228; 1.318;-3.302; 2.583; 0.327;  76.00;66.00; -63.00; 205.00;35.00;-135.00
2016;10;10; 8;35; 6.60;-174.8248; -15.4003;  7.0;17;2.730;5.6; 0.231; 1.811;-2.042;-0.192; 1.871;-0.381; 202.73;88.29; 170.78; 293.01;80.78;   1.74
2016;10;10; 8;35;14.60;-175.1400; -15.3400; 12.0;17;3.099;5.6;-0.380; 2.420;-2.040; 0.639; 1.960;-0.554;  25.00;74.00;-173.00; 293.00;83.00; -16.00
2016;10;10; 9;46; 8.60;-175.2300; -15.2800; 15.5;16;6.202;5.1;-0.658; 3.600;-2.940; 0.582; 4.970;-1.560;  18.00;80.00;-167.00; 285.00;77.00; -11.00
2016;10;10;10;43; 3.20;-175.2100; -15.2700; 12.0;16;7.884;5.2; 0.929; 3.480;-4.410; 1.090; 6.580;-1.680;  16.00;81.00;-172.00; 285.00;82.00;  -9.00
2016;10;10;13;11;23.80; 147.5257;  46.0850;322.0;15;2.530;4.2; 2.044;-0.062;-1.981;-0.308;-1.596; 0.294;  13.00;49.00;  67.00; 226.00;46.00; 114.00
2016;10;10;13;16;17.70;-175.3300; -15.2400; 12.3;17;0.895;5.2;-0.149; 0.628;-0.470; 0.127; 0.669;-0.149;  21.00;77.00;-171.00; 289.00;81.00; -13.00
2016;10;10;15; 3;29.00;-175.3500; -15.3300; 12.0;16;1.679;4.8;-0.038; 0.716;-0.670; 0.180; 1.260;-0.886;  16.00;81.00;-152.00; 281.00;62.00; -10.00
2016;10;10;16; 0;42.03; 141.7900;  37.8352; 50.8;14;6.260;3.8; 5.773;-5.223;-0.550;-1.061; 2.768;-0.491; 125.00;42.00; 104.00; 286.00;49.00;  77.00
2016;10;11; 2; 2; 1.40;  99.6100; -48.1500; 23.5;16;3.015;4.9;-0.861; 2.710;-1.850;-1.520; 1.400; 0.096; 116.00;87.00; -29.00; 208.00;61.00;-177.00
2016;10;11; 5;44;10.57; 152.3093;  46.1833;141.0;15;4.960;4.4; 1.361;-0.185;-1.175;-4.607;-0.601;-1.338;  14.00;11.00;  33.00; 251.00;84.00;  99.00
2016;10;11;11;14;54.39; 141.9308;  30.8605; 21.0;15;2.730;4.2; 0.583; 0.111;-0.694; 2.312;-0.551;-1.445;  16.00; 4.00; 162.00; 124.00;89.00;  87.00
2016;10;11;19; 2;27.19; 143.0423;  42.3257; 49.9;16;3.190;4.9; 2.616;-0.724;-1.892; 0.716;-1.183; 1.674;  27.00;62.00;  85.00; 217.00;28.00;  99.00
2016;10;11;19; 2;28.50; 143.0200;  42.2900; 59.6;16;3.702;5.0; 3.030;-1.320;-1.710; 0.640;-1.730; 1.840;  30.00;61.00;  78.00; 234.00;31.00; 111.00
2016;10;11;22;30;54.00;  75.8100;   5.2200; 31.2;16;2.873;4.9; 1.340;-2.840; 1.500;-1.010;-1.400; 0.323;  32.00;58.00;  19.00; 292.00;74.00; 146.00
2016;10;11;23; 5;31.97; 140.3103;  34.2298; 63.1;15;3.190;4.3; 1.893; 0.343;-2.236; 0.690;-1.114;-2.036;  48.00;34.00; 139.00; 174.00;69.00;  63.00
2016;10;11;23;29; 9.40; 133.9100;  -2.2400; 15.0;17;1.863;5.4; 0.061;-1.020; 0.960; 0.068; 1.360; 0.810;  74.00;67.00;   8.00; 341.00;82.00; 157.00
2016;10;12; 1;39;24.00; 120.7900;  13.6400;129.4;17;0.928;5.2; 0.794;-0.071;-0.720; 0.396; 0.233;-0.275; 145.00;60.00;  72.00; 357.00;34.00; 118.00
2016;10;12; 3;21;23.70; 153.4934;  -5.3524; 13.0;17;2.430;5.5; 1.323; 0.844;-2.167; 0.648;-1.372;-0.030;  56.41;63.01; 143.69; 164.85;58.15;  32.30
2016;10;12; 3;21;28.40; 153.5200;  -5.5400; 19.5;17;3.567;5.6; 1.970; 1.200;-3.160; 1.350;-1.880;-0.129;  55.00;62.00; 141.00; 165.00;56.00;  34.00
2016;10;12; 4;16;25.60;-178.8200; -20.7000;591.2;17;1.506;5.4;-0.989; 0.952; 0.030;-0.365;-0.452;-1.170;  86.00;49.00;-139.00; 326.00;60.00; -49.00
2016;10;12;10;39;18.70; 144.6500;  10.7000; 30.3;16;2.739;4.9; 2.300;-0.572;-1.720;-0.297; 1.630;-0.749; 162.00;53.00; 114.00; 306.00;43.00;  62.00
2016;10;12;16; 9;53.89; 142.2665;  30.6777; 57.0;15;1.720;4.1; 1.047;-0.139;-0.908;-0.325; 0.153; 1.366; 171.00;18.00;  93.00; 347.00;72.00;  89.00
2016;10;13;16;19;12.20;-171.9300; -17.3000; 13.1;16;7.486;5.2;-5.930; 0.045; 5.880; 2.030; 4.330;-0.083;   7.00;46.00;-122.00; 228.00;53.00; -62.00
2016;10;13;18; 7;29.24; 142.8715;  36.7710; 63.0;15;2.010;4.1; 1.848;-0.066;-1.781; 0.008;-0.748; 0.481;  15.00;52.00;  83.00; 206.00;39.00;  98.00
2016;10;13;20;18;44.60; 126.2700;   4.3800; 87.8;16;5.523;5.1; 0.988; 2.810;-3.800;-0.912; 4.310; 0.086; 198.00;80.00; 175.00; 289.00;85.00;  11.00
2016;10;13;23;13; 7.70; 172.7700; -22.5700; 28.3;16;4.167;5.0; 3.580;-2.810;-0.760;-1.390; 2.200; 0.450; 130.00;35.00; 101.00; 296.00;55.00;  82.00
2016;10;14; 0;47;26.00;-174.3800; -16.6500; 18.0;16;2.449;4.9;-2.420; 0.220; 2.200; 0.751; 0.218; 0.343; 200.00;52.00; -72.00; 353.00;41.00;-111.00
2016;10;14;10;21; 6.78; 142.1278;  37.4678; 32.2;15;5.600;4.4;-1.686; 3.220;-1.534; 3.445;-1.373; 3.284; 136.00;33.00; -18.00; 242.00;80.00;-121.00
2016;10;14;10;21; 6.90; 142.2081;  37.4510; 32.0;15;4.490;4.4; 2.181;-0.361;-1.820; 2.999;-1.021; 2.451;  47.13;75.62; 100.77; 189.69;17.90;  53.92
2016;10;14;12;59; 4.60;-151.7683;  59.7663; 67.0;15;1.320;4.0; 0.317;-1.087; 0.770;-0.549;-0.041; 0.703;  49.18;46.35;  14.40; 309.13;79.64; 135.44
2016;10;14;18;29; 5.20; 125.4200;   9.0000; 33.6;16;6.429;5.1; 4.460;-5.320; 0.860; 3.730;-2.040; 0.088;  85.00;63.00; 103.00; 238.00;29.00;  67.00
2016;10;14;18;34;28.22; 142.0093;  41.4772; 63.9;15;1.380;4.0; 1.058;-0.202;-0.857; 0.422;-0.276; 0.843;  24.00;67.00;  93.00; 197.00;24.00;  83.00
2016;10;14;21;30;31.40; 166.7600; -12.3200;193.0;16;3.630;5.0; 1.260; 0.908;-2.170; 0.998;-2.160;-1.990;  66.00;49.00; 160.00; 169.00;75.00;  43.00
2016;10;15; 8; 3;38.20; 150.4113;  -4.2625;449.0;18;4.450;6.4;-3.514; 0.542; 2.971;-2.397; 1.809;-0.212;  52.50;60.03; -62.19; 185.95;39.98;-128.97
2016;10;15; 8; 3;41.20; 150.4000;  -4.1600;452.6;18;3.862;6.3;-3.020; 0.556; 2.460;-1.970; 1.820;-0.109;  55.00;60.00; -62.00; 188.00;41.00;-129.00
2016;10;15; 8; 3;52.20; 150.1640;  -4.2932;460.7;18;3.540;6.3;-3.167; 1.040; 2.126;-1.649; 1.426;-0.267;  52.47;57.78; -70.55; 198.95;37.08;-117.85
2016;10;15; 8;18;33.60;  30.7220;  42.2186;  8.0;16;3.960;5.0; 3.737;-2.710;-1.027; 0.256;-2.099; 0.149;  56.25;47.15;  90.45; 235.58;42.85;  89.51
2016;10;15; 8;18;35.90;  31.0500;  42.5000; 22.1;17;1.274;5.3; 1.190;-1.020;-0.160;-0.573;-0.079; 0.293;  75.00;33.00;  70.00; 279.00;60.00; 103.00
2016;10;16; 1;23;21.00; 126.6900;  -2.6500; 17.1;16;2.608;4.9; 2.500;-1.260;-1.250;-0.735; 1.160;-0.573; 152.00;46.00; 115.00; 298.00;49.00;  66.00
2016;10;16; 6;14;25.63; 140.4835;  37.8843;130.8;15;1.940;4.1;-1.574; 0.003; 1.570; 0.527;-0.977; 0.274; 176.00;50.00; -59.00; 313.00;49.00;-122.00
2016;10;16; 7;37; 4.60; 141.5248;  38.2893; 20.0;15;9.130;4.6; 2.319;-8.700; 6.381;-2.915;-0.769; 3.645;  45.49;56.89;  13.94; 307.77;78.36; 146.10
2016;10;16; 7;37; 4.80; 141.5273;  38.3233; 20.0;16;1.240;4.7; 0.647;-1.155; 0.508;-0.210;-0.285; 0.641;  46.00;56.00;  35.00; 295.00;62.00; 140.00
2016;10;16; 7;37; 7.90; 141.3000;  38.3200; 26.7;16;2.221;4.8; 1.760;-2.120; 0.360;-0.253;-0.673; 0.755;  52.00;50.00;  55.00; 279.00;51.00; 124.00
2016;10;16; 7;58;39.49; 141.5407;  38.3313; 17.9;14;4.970;3.7; 3.558;-4.196; 0.638; 0.506; 2.095; 2.177;  82.00;51.00;  47.00; 318.00;55.00; 130.00
2016;10;16;12;43;42.81; 143.1083;  42.3635; 50.4;15;1.830;4.1; 1.387;-0.650;-0.736; 0.273;-0.716; 1.153;  25.00;65.00;  75.00; 239.00;29.00; 120.00
2016;10;16;12;43;42.89; 143.1384;  42.2483; 55.0;15;1.960;4.1; 1.242;-0.647;-0.594;-0.422;-1.289; 0.911;  14.87;60.87;  48.29; 256.23;49.30; 140.05
2016;10;16;20;22;19.80; 150.5400;  -3.0400; 15.2;16;2.916;4.9;-0.289; 2.370;-2.090; 1.020; 1.500;-0.478;  28.00;67.00;-178.00; 297.00;88.00; -23.00
